c5,c5,i4,r8
F0,L368,1,0.406777469
F0,L369,2,0.539968016
F0,L370,1,0.680410112
F0,L371,0,0.843082038
F0,L372,1,0.787012992
F0,L373,0,0.987864772
F0,L374,0,0.497260302
F0,L375,2,0.133687352
F0,L376,2,0.999964198
F0,L377,1,0.96569234
F0,L378,1,0.735410184
F0,L379,1,0.754061145
F0,L380,0,0.810174451
F0,L381,0,0.753328843
F0,L382,2,0.357096712
F0,L383,1,0.737537508
F0,L384,0,0.91363114
F0,L385,2,0.484019505
F0,L386,2,0.028135314
F0,L387,1,0.731413532
F0,L388,2,0.189537156
F0,L389,0,0.137617359
F0,L390,1,0.155475073
F0,L391,0,0.146733857
F0,L392,2,0.193204922
F0,L393,0,0.114654853
F0,L394,1,0.658191066
F0,L395,0,0.40293168
F0,L396,0,0.62832647
F0,L397,1,0.334196099
F0,L398,2,0.65130762
F0,L399,0,0.004085023
F0,L400,1,0.112682205
F0,L401,0,0.336340159
F0,L402,1,0.855243889
F0,L403,0,0.61340645
F0,L404,1,0.469140903
F0,L405,2,0.494045022
F0,L406,0,0.658208002
F0,L407,2,0.49630802
F0,L408,0,0.198611566
F0,L409,0,0.020686623
F0,L410,1,0.199270255
F0,L411,0,0.575480346
F0,L412,0,0.81034943
F0,L413,1,0.730904647
F0,L414,2,0.997716023
F0,L415,1,0.763775706
F0,L416,1,0.556482692
F0,L417,1,0.313636582
F0,L418,2,0.718095851
F0,L419,2,0.326550843
F0,L420,1,0.522475759
F0,L421,2,0.407998446
F0,L422,0,0.865502491
F0,L423,1,0.373135479
F0,L424,0,0.316020596
F0,L425,1,0.844406685
F0,L426,1,0.08423963
F0,L427,0,0.520258122
F0,L428,1,0.047962514
F0,L429,2,0.69399368
F0,L430,1,0.36430774
F0,L431,1,0.625961487
F0,L432,0,0.356609268
F0,L433,0,0.037272341
F0,L434,0,0.71999266
F0,L435,1,0.812536163
F0,L436,1,0.759308589
F0,L437,1,0.755846074
F0,L438,2,0.716156734
F0,L439,2,0.817424117
F0,L440,1,0.162545705
F0,L441,1,0.915811486
F0,L442,0,0.800325012
F0,L443,2,0.802401948
F0,L444,0,0.385925578
F0,L445,2,0.054806105
F0,L446,1,0.518932305
F0,L447,2,0.86852968
F0,L448,0,0.690051804
F0,L449,0,0.622233413
F0,L450,2,0.91762834
F0,L451,0,0.656602647
F0,L452,1,0.599160045
F0,L453,0,0.029248256
F0,L454,1,0.358677558
F0,L455,1,0.033804504
F0,L456,2,0.503948116
F0,L457,2,0.926176099
F0,L458,0,0.540465683
F0,L459,1,0.184935686
F0,L460,0,0.267780306
F0,L461,0,0.984116407
F0,L462,1,0.129037287
F0,L463,0,0.633367184
F0,L464,1,0.161620173
F0,L465,1,0.267863567
F0,L466,0,0.360414379
F0,L467,2,0.239502708
F0,L468,1,0.162828011
F0,L469,1,0.261662366
F0,L470,2,0.543037338
F0,L471,2,0.974153701
F0,L472,0,0.885384444
F0,L473,1,0.36977226
F0,L474,0,0.176751619
F0,L475,1,0.886352722
F0,L476,2,0.001085855
F0,L477,0,0.741786429
F0,L478,1,0.549940112
F0,L479,1,0.809629801
F0,L480,0,0.971587801
F0,L481,2,0.15896357
F0,L482,0,0.118146667
F0,L483,1,0.841915888
F0,L484,0,0.670515221
F0,L485,0,0.412672538
F0,L486,1,0.691203065
F0,L487,2,0.840646017
F0,L488,1,0.135750625
F0,L489,1,0.668997195
F0,L490,1,0.743687471
F0,L491,1,0.179324204
F0,L492,1,0.278867994
F0,L493,2,0.1635426
F0,L494,2,0.844606476
F0,L495,0,0.882160408
F0,L496,1,0.087790692
F0,L497,0,0.73584798
F0,L498,2,0.902483645
F0,L499,0,0.291161053
F0,L500,0,0.30827953
F0,L501,1,0.081237989
F0,L502,0,0.314405985
F0,L503,2,0.411374648
F0,L504,1,0.06984087
F0,L505,1,0.666506715
F0,L506,1,0.161751976
F0,L507,2,0.545376358
F0,L508,2,0.644000266
F0,L509,0,0.380968674
F0,L510,2,0.827903526
F0,L511,2,0.272399866
F0,L512,1,0.871401011
F0,L513,1,0.64195306
F0,L514,2,0.137704168
F0,L515,2,0.990049969
F0,L516,2,0.574525764
F0,L517,1,0.66895341
F0,L518,2,0.695120834
F0,L519,2,0.34088778
F0,L520,2,0.962540294
F0,L521,1,0.417946535
F0,L522,2,0.181721454
F0,L523,1,0.850380909
F0,L524,0,0.033236167
F0,L525,1,0.520807307
F0,L526,1,0.178297153
F0,L527,1,0.949134461
F0,L528,1,0.855593399
F0,L529,1,0.907589806
F0,L530,2,0.586213812
F0,L531,0,0.417725415
F0,L532,1,0.368257744
F0,L533,1,0.36441543
F0,L534,2,0.001723237
F0,L535,1,0.837983088
F0,L536,0,0.619269936
F0,L537,0,0.468875394
F0,L538,2,0.780226314
F0,L539,0,0.255702176
F0,L540,2,0.787610778
F0,L541,1,0.379664749
F0,L542,2,0.909961746
F0,L543,1,0.336423297
F0,L544,2,0.626323471
F0,L545,1,0.178435794
F0,L546,2,0.884268723
F0,L547,1,0.442328218
F0,L548,0,0.330809399
F0,L549,0,0.569788697
F0,L550,2,0.253794012
F0,L551,0,0.37310427
F0,L552,1,0.116903065
F0,L553,2,0.049473951
F0,L554,1,0.487009068
F0,L555,1,0.82984471
F0,L556,1,0.765930943
F0,L557,0,0.320211921
F0,L558,1,0.748271379
F0,L559,0,0.796049817
F0,L560,1,0.004436514
F0,L561,0,0.047359405
F0,L562,0,0.59338517
F0,L563,1,0.03533642
F0,L564,2,0.202773545
F0,L565,0,0.640665542
F0,L566,0,0.806039366
F0,L567,2,0.31768327
F0,L568,0,0.539371341
F0,L569,1,0.870632924
F0,L570,0,0.374352984
F0,L571,2,0.075445072
F0,L572,0,0.44807248
F0,L573,2,0.884975869
F0,L574,1,0.201640998
F0,L575,2,0.211840853
F0,L576,0,0.978325842
F0,L577,2,0.798170423
F0,L578,0,0.622904171
F0,L579,0,0.227420687
F0,L580,0,0.207847294
F0,L581,2,0.060312663
F0,L582,2,0.268795399
F0,L583,2,0.667772223
F0,L584,0,0.28217967
F0,L585,0,0.45501456
F0,L586,2,0.689149638
F0,L587,2,0.836451771
F0,L588,0,0.164803274
F0,L589,1,0.873815319
F0,L590,0,0.37268653
F0,L591,2,0.453197235
F0,L592,2,0.086358941
F0,L593,2,0.119890671
F0,L594,1,0.129179497
F0,L595,0,0.395659517
F0,L596,0,0.72531251
F0,L597,2,0.419398936
F0,L598,2,0.0330859
F0,L599,1,0.254308545
F0,L600,0,0.750048632
F0,L601,1,0.18668079
F0,L602,2,0.35807459
F0,L603,2,0.300336742
F0,L604,0,0.840851028
F0,L605,1,0.881174077
F0,L606,2,0.801672593
F0,L607,0,0.745179446
F0,L608,2,0.198290625
F0,L609,0,0.600138269
F0,L610,0,0.246857983
F0,L611,1,0.221958098
F0,L612,2,0.762870532
F0,L613,2,0.822297848
F0,L614,0,0.818202186
F0,L615,2,0.092357219
F0,L616,1,0.521902891
F0,L617,0,0.512882179
F0,L618,2,0.846339611
F0,L619,1,0.060182413
F0,L620,2,0.887934405
F0,L621,2,0.539205943
F0,L622,0,0.885216467
F0,L623,1,0.222492304
F0,L624,2,0.89488161
F0,L625,1,0.05621965
F0,L626,0,0.257720882
F0,L627,2,0.912514535
F0,L628,0,0.991549437
F0,L629,0,0.591058427
F0,L630,0,0.909773446
F0,L631,1,0.771673727
F0,L632,0,0.307424698
F0,L633,1,0.981601222
F0,L634,2,0.100490298
F0,L635,0,0.451488066
F0,L636,0,0.134476249
F0,L637,0,0.96286506
F0,L638,0,0.663217327
F0,L639,2,0.194712226
F0,L640,0,0.894941572
F0,L641,1,0.01252257
F0,L642,2,0.05255506
F0,L643,2,0.518177138
F0,L644,0,0.354402886
F0,L645,0,0.388138309
F0,L646,2,0.006296848
F0,L647,2,0.040931682
F0,L648,0,0.269391059
F0,L649,0,0.048443745
F0,L650,1,0.555717977
F0,L651,2,0.628539079
F0,L652,1,0.928717742
F0,L653,2,0.14305526
F0,L654,2,0.016979114
F0,L655,2,0.900101094
F0,L656,1,0.229015061
F0,L657,2,0.882804436
F0,L658,1,0.991522667
F0,L659,2,0.445536659
F0,L660,0,0.510719294
F0,L661,2,0.128992834
F0,L662,1,0.842095665
F0,L663,0,0.987958614
F0,L664,2,0.536013272
F0,L665,0,0.836472354
F0,L666,0,0.438154408
F0,L667,1,0.095182907
F0,L668,2,0.801952109
F0,L669,2,0.283932317
F0,L670,0,0.571496163
F0,L671,0,0.77535001
F0,L672,2,0.10892944
F0,L673,1,0.665969038
F0,L674,1,0.518498036
F0,L675,1,0.498597031
F0,L676,0,0.627459785
F0,L677,1,0.305613881
F0,L678,2,0.004674385
F0,L679,2,0.468323964
F0,L680,0,0.977497765
F0,L681,1,0.282575263
F0,L682,2,0.842618097
F0,L683,1,0.654855709
F0,L684,1,0.328596847
F0,L685,1,0.330452633
F0,L686,2,0.8448701
F0,L687,2,0.518597258
F0,L688,1,0.692423201
F0,L689,1,0.213926254
F0,L690,2,0.134840779
F0,L691,1,0.040868566
F0,L692,0,0.279644218
F0,L693,0,0.592112016
F0,L694,0,0.61443966
F0,L695,1,0.684622748
F0,L696,1,0.571046833
F0,L697,0,0.353964775
F0,L698,1,0.316281201
F0,L699,1,0.994702959
F0,L700,0,0.069822868
F0,L701,1,0.18226244
F0,L702,2,0.437826946
F0,L703,1,0.473063769
F0,L704,2,0.192073824
F0,L705,2,0.380127546
F0,L706,2,0.588073531
F0,L707,2,0.117727225
F0,L708,2,0.47140343
F0,L709,0,0.853436002
F0,L710,1,0.784755644
F0,L711,0,0.068798814
F0,L712,1,0.928517991
F0,L713,2,0.26839874
F0,L714,1,0.928725486
F0,L715,2,0.368638336
F0,L716,1,0.737459748
F0,L717,0,0.34002105
F0,L718,0,0.306302818
F0,L719,1,0.108650149
F0,L720,2,0.02774345
F0,L721,2,0.607371865
F0,L722,2,0.380933253
F0,L723,1,0.628883752
F0,L724,0,0.039416916
F0,L725,1,0.928323151
F0,L726,1,0.030302522
F0,L727,2,0.869851476
F0,L728,1,0.810960841
F0,L729,2,0.901719052
F0,L730,2,0.058856076
F0,L731,2,0.094184033
F0,L732,2,0.964895421
F0,L733,2,0.980251754
F0,L734,1,0.410067606
F0,L735,1,0.628838661
F0,L736,1,0.97176151
F0,L737,1,0.763475113
F0,L738,1,0.956264855
F0,L739,2,0.890806446
F0,L740,1,0.950454422
F0,L741,0,0.807574503
F0,L742,1,0.041707089
F0,L743,1,0.099269036
F0,L744,1,0.704250197
F0,L745,0,0.816300627
F0,L746,0,0.379142139
F0,L747,2,0.827936875
F0,L748,0,0.321689424
F0,L749,0,0.704814555
F0,L750,0,0.280354623
F0,L751,0,0.98024439
F0,L752,2,0.486062987
F0,L753,0,0.283397197
F0,L754,0,0.163225917
F0,L755,0,0.178941213
F0,L756,1,0.254740299
F0,L757,0,0.078748275
F0,L758,1,0.494414039
F0,L759,0,0.73653331
F0,L760,2,0.78003398
F0,L761,0,0.594004864
F0,L762,1,0.767652762
F0,L763,0,0.834503446
F0,L764,0,0.458618063
F0,L765,0,0.461094093
F0,L766,0,0.299465591
F0,L767,0,0.792158936
F0,L768,2,0.700500758
F0,L769,2,0.926420257
F0,L770,0,0.860270933
F0,L771,1,0.089572917
F0,L772,1,0.706859415
F0,L773,1,0.758365785
F0,L774,0,0.809766693
F0,L775,1,0.347038447
F0,L776,1,0.816214972
F0,L777,2,0.40723126
F0,L778,2,0.128357006
F0,L779,2,0.713748262
F0,L780,0,0.519870668
F0,L781,0,0.378996616
F0,L782,2,0.735319373
F0,L783,0,0.023430549
F0,L784,1,0.731551351
F0,L785,0,0.706972162
F0,L786,2,0.760384509
F0,L787,2,0.811171309
F0,L788,1,0.315923248
F0,L789,0,0.882723027
F0,L790,2,0.036265911
F0,L791,1,0.51476837
F0,L792,1,0.901184892
F0,L793,1,0.011660951
F0,L794,2,0.350157006
F0,L795,1,0.301198778
F0,L796,0,0.209115324
F0,L797,2,0.52084995
F0,L798,1,0.823913324
F0,L799,2,0.344024472
F0,L800,2,0.290632118
F0,L801,2,0.807688395
F0,L802,0,0.874031411
F0,L803,1,0.645065913
F0,L804,2,0.336715069
F0,L805,2,0.478402253
F0,L806,0,0.268976133
F0,L807,0,0.742075961
F0,L808,0,0.99602972
F0,L809,2,0.594285751
F0,L810,0,0.885122574
F0,L811,1,0.706450715
F0,L812,1,0.146153071
F0,L813,2,0.790299842
F0,L814,1,0.442666086
F0,L815,0,0.528607154
F0,L816,1,0.781249323
F0,L817,1,0.533306827
F0,L818,1,0.155292967
F0,L819,1,0.365292941
F0,L820,0,0.463532765
F0,L821,0,0.783576717
F0,L822,1,0.2750469
F0,L823,2,0.71890824
F0,L824,0,0.678924967
F0,L825,0,0.160316756
F0,L826,0,0.676396368
F0,L827,0,0.704417772
F0,L828,2,0.400879182
F0,L829,0,0.496296816
F0,L830,2,0.167610213
F0,L831,2,0.38949824
F0,L832,2,0.334195288
F0,L833,2,0.613988568
F0,L834,0,0.206658054
F0,L835,1,0.257458566
F0,L836,0,0.238448306
F0,L837,2,0.841202921
F0,L838,2,0.243319139
F0,L839,0,0.113821071
F0,L840,1,0.645939649
F0,L841,2,0.392566004
F0,L842,0,0.416237985
F0,L843,1,0.944269286
F0,L844,2,0.341270331
F0,L845,0,0.318266987
F0,L846,1,0.757404021
F0,L847,2,0.026333884
F0,L848,0,0.480013855
F0,L849,1,0.416658827
F0,L850,2,0.147937812
F0,L851,1,0.926461919
F0,L852,2,0.935702301
F0,L853,1,0.835193569
F0,L854,1,0.82598445
F0,L855,2,0.289127042
F0,L856,1,0.792467588
F0,L857,1,0.166895005
F0,L858,2,0.364676301
F0,L859,0,0.690899573
F0,L860,0,0.182116442
F0,L861,1,0.668560733
F0,L862,2,0.357130678
F0,L863,1,0.419785302
F0,L864,2,0.40795236
F0,L865,1,0.872961576
F0,L866,2,0.004772401
F0,L867,1,0.212921757
F0,L868,2,0.433952768
F0,L869,1,0.790665374
F0,L870,2,0.890266361
F0,L871,0,0.59252054
F0,L872,1,0.949505098
F0,L873,1,0.15732403
F0,L874,0,0.209238151
F0,L875,1,0.063772801
F0,L876,2,0.871215787
F0,L877,0,0.69827308
F0,L878,2,0.964853883
F0,L879,2,0.646676141
F0,L880,1,0.010619495
F0,L881,0,0.182421853
F0,L882,1,0.222199043
F0,L883,1,0.808150554
F0,L884,2,0.838096405
F0,L885,0,0.509355279
F0,L886,1,0.648092495
F0,L887,1,0.127523628
F0,L888,1,0.598993392
F0,L889,2,0.214395655
F0,L890,2,0.696222556
F0,L891,2,0.98798716
F0,L892,0,0.199752404
F0,L893,0,0.442529172
F0,L894,0,0.953898535
F0,L895,0,0.243842751
F0,L896,0,0.163567219
F0,L897,1,0.599409076
F0,L898,0,0.158749683
F0,L899,0,0.407519509
F0,L900,1,0.862381595
F0,L901,1,0.86129888
F0,L902,2,0.081726039
F0,L903,0,0.155096269
F0,L904,1,0.142444962
F0,L905,0,0.450386554
F0,L906,0,0.013989185
F0,L907,0,0.32240185
F0,L908,1,0.273574176
F0,L909,2,0.851329056
F0,L910,0,0.693825283
F0,L911,1,0.498080659
F0,L912,1,0.939015938
F0,L913,2,0.862495673
F0,L914,1,0.666547169
F0,L915,1,0.492058645
F0,L916,1,0.236531509
F0,L917,2,0.803864816
F0,L918,1,0.833325503
F0,L919,0,0.528755192
F0,L920,0,0.54707201
F0,L921,0,0.214961105
F0,L922,1,0.158729611
F0,L923,0,0.879671036
F0,L924,2,0.732090781
F0,L925,2,0.702045108
F0,L926,1,0.563067633
F0,L927,2,0.689521258
F0,L928,2,0.702941304
F0,L929,0,0.074804188
F0,L930,1,0.112868915
F0,L931,1,0.078135392
F0,L932,0,0.646596318
F0,L933,2,0.749238813
F0,L934,2,0.976401402
F0,L935,1,0.815544482
F0,L936,0,0.443636503
F0,L937,2,0.394860754
F0,L938,1,0.76319022
F0,L939,0,0.303028082
F0,L940,0,0.351509737
F0,L941,0,0.639666271
F0,L942,0,0.896200503
F0,L943,2,0.565782562
F0,L944,2,0.294741824
F0,L945,1,0.093937163
F0,L946,2,0.448646364
F0,L947,0,0.025055542
F0,L948,2,0.97225306
F0,L949,1,0.151451362
F0,L950,1,0.33713875
F0,L951,0,0.005202126
F0,L952,0,2.40E-04
F0,L953,2,0.721222619
F0,L954,1,0.118815641
F0,L955,0,0.014664217
F0,L956,0,0.919129892
F0,L957,0,0.840882358
F0,L958,2,0.658808716
F0,L959,1,0.574237496
F0,L960,1,0.738705493
F0,L961,1,0.740083157
F0,L962,0,0.179369371
F0,L963,1,0.740430363
F0,L964,1,0.832272116
F0,L965,1,0.434042295
F0,L966,2,0.283553949
F0,L967,0,0.959866123
F0,L968,0,0.146271346
F0,L969,0,0.018121363
F0,L970,0,0.371781254
F0,L971,2,0.700544918
F0,L972,1,0.515410451
F0,L973,0,0.048102639
F0,L974,0,0.892924513
F0,L975,0,0.629743645
F0,L976,2,0.186494784
F0,L977,2,0.380892753
F0,L978,1,0.343864085
F0,L979,1,0.373153565
F0,L980,2,0.699868855
F0,L981,1,0.629456676
F0,L982,1,0.150454934
F0,L983,2,0.006663912
F0,L984,0,0.970734244
F0,L985,2,0.575927982
F0,L986,1,0.12338359
F0,L987,2,0.046508379
F0,L988,2,0.590534976
F0,L989,2,0.96950217
F0,L990,2,0.22600252
F0,L991,1,0.445178165
F0,L992,1,0.039868291
F0,L993,0,0.701718417
F0,L994,1,0.856413137
F0,L995,1,0.833831766
F0,L996,1,0.099659335
F0,L997,2,0.351265109
