c5,c5,i4,r8
F0,L687,2,0.518597
F0,L688,1,0.692423
F0,L689,1,0.213926
F0,L690,2,0.134841
F0,L691,1,0.040869
F0,L692,0,0.279644
F0,L693,0,0.592112
F0,L694,0,0.61444
F0,L695,1,0.684623
F0,L696,1,0.571047
F0,L697,0,0.353965
F0,L698,1,0.316281
F0,L699,1,0.994703
F0,L700,0,0.069823
F0,L701,1,0.182262
F0,L702,2,0.437827
F0,L703,1,0.473064
F0,L704,2,0.192074
F0,L705,2,0.380128
F0,L706,2,0.588074
F0,L707,2,0.117727
F0,L708,2,0.471403
F0,L709,0,0.853436
F0,L710,1,0.784756
F0,L711,0,0.068799
F0,L712,1,0.928518
F0,L713,2,0.268399
F0,L714,1,0.928725
F0,L715,2,0.368638
F0,L716,1,0.73746
F0,L717,0,0.340021
F0,L718,0,0.306303
F0,L719,1,0.10865
F0,L720,2,0.027743
F0,L721,2,0.607372
F0,L722,2,0.380933
F0,L723,1,0.628884
F0,L724,0,0.039417
F0,L725,1,0.928323
F0,L726,1,0.030303
F0,L727,2,0.869851
F0,L728,1,0.810961
F0,L729,2,0.901719
F0,L730,2,0.058856
F0,L731,2,0.094184
F0,L732,2,0.964895
F0,L733,2,0.980252
F0,L734,1,0.410068
F0,L735,1,0.628839
F0,L736,1,0.971762
F0,L737,1,0.763475
F0,L738,1,0.956265
F0,L739,2,0.890806
F0,L740,1,0.950454
F0,L741,0,0.807575
F0,L742,1,0.041707
F0,L743,1,0.099269
F0,L744,1,0.70425
F0,L745,0,0.816301
F0,L746,0,0.379142
F0,L747,2,0.827937
F0,L748,0,0.321689
F0,L749,0,0.704815
F0,L750,0,0.280355
F0,L751,0,0.980244
F0,L752,2,0.486063
F0,L753,0,0.283397
F0,L754,0,0.163226
F0,L755,0,0.178941
F0,L756,1,0.25474
F0,L757,0,0.078748
F0,L758,1,0.494414
F0,L759,0,0.736533
F0,L760,2,0.780034
F0,L761,0,0.594005
F0,L762,1,0.767653
F0,L763,0,0.834503
F0,L764,0,0.458618
F0,L765,0,0.461094
F0,L766,0,0.299466
F0,L767,0,0.792159
F0,L768,2,0.700501
F0,L769,2,0.92642
F0,L770,0,0.860271
F0,L771,1,0.089573
F0,L772,1,0.706859
F0,L773,1,0.758366
F0,L774,0,0.809767
F0,L775,1,0.347038
F0,L776,1,0.816215
F0,L777,2,0.407231
F0,L778,2,0.128357
F0,L779,2,0.713748
F0,L780,0,0.519871
F0,L781,0,0.378997
F0,L782,2,0.735319
F0,L783,0,0.023431
F0,L784,1,0.731551
F0,L785,0,0.706972
F0,L786,2,0.760385
F0,L787,2,0.811171
F0,L788,1,0.315923
F0,L789,0,0.882723
F0,L790,2,0.036266
F0,L791,1,0.514768
F0,L792,1,0.901185
F0,L793,1,0.011661
F0,L794,2,0.350157
F0,L795,1,0.301199
F0,L796,0,0.209115
F0,L797,2,0.52085
F0,L798,1,0.823913
F0,L799,2,0.344024
F0,L800,2,0.290632
F0,L801,2,0.807688
F0,L802,0,0.874031
F0,L803,1,0.645066
F0,L804,2,0.336715
F0,L805,2,0.478402
F0,L806,0,0.268976
F0,L807,0,0.742076
F0,L808,0,0.99603
F0,L809,2,0.594286
F0,L810,0,0.885123
F0,L811,1,0.706451
F0,L812,1,0.146153
F0,L813,2,0.7903
F0,L814,1,0.442666
F0,L815,0,0.528607
F0,L816,1,0.781249
F0,L817,1,0.533307
F0,L818,1,0.155293
F0,L819,1,0.365293
F0,L820,0,0.463533
F0,L821,0,0.783577
F0,L822,1,0.275047
F0,L823,2,0.718908
F0,L824,0,0.678925
F0,L825,0,0.160317
F0,L826,0,0.676396
F0,L827,0,0.704418
F0,L828,2,0.400879
F0,L829,0,0.496297
F0,L830,2,0.16761
F0,L831,2,0.389498
F0,L832,2,0.334195
F0,L833,2,0.613989
F0,L834,0,0.206658
F0,L835,1,0.257459
F0,L836,0,0.238448
F0,L837,2,0.841203
F0,L838,2,0.243319
F0,L839,0,0.113821
F0,L840,1,0.64594
F0,L841,2,0.392566
F0,L842,0,0.416238
F0,L843,1,0.944269
F0,L844,2,0.34127
F0,L845,0,0.318267
F0,L846,1,0.757404
F0,L847,2,0.026334
F0,L848,0,0.480014
F0,L849,1,0.416659
F0,L850,2,0.147938
F0,L851,1,0.926462
F0,L852,2,0.935702
F0,L853,1,0.835194
F0,L854,1,0.825984
F0,L855,2,0.289127
F0,L856,1,0.792468
F0,L857,1,0.166895
F0,L858,2,0.364676
F0,L859,0,0.6909
F0,L860,0,0.182116
F0,L861,1,0.668561
F0,L862,2,0.357131
F0,L863,1,0.419785
F0,L864,2,0.407952
F0,L865,1,0.872962
F0,L866,2,0.004772
F0,L867,1,0.212922
F0,L868,2,0.433953
F0,L869,1,0.790665
F0,L870,2,0.890266
F0,L871,0,0.592521
F0,L872,1,0.949505
F0,L873,1,0.157324
F0,L874,0,0.209238
F0,L875,1,0.063773
F0,L876,2,0.871216
F0,L877,0,0.698273
F0,L878,2,0.964854
F0,L879,2,0.646676
F0,L880,1,0.010619
F0,L881,0,0.182422
F0,L882,1,0.222199
F0,L883,1,0.808151
F0,L884,2,0.838096
F0,L885,0,0.509355
F0,L886,1,0.648092
F0,L887,1,0.127524
F0,L888,1,0.598993
F0,L889,2,0.214396
F0,L890,2,0.696223
F0,L891,2,0.987987
F0,L892,0,0.199752
F0,L893,0,0.442529
F0,L894,0,0.953899
F0,L895,0,0.243843
F0,L896,0,0.163567
F0,L897,1,0.599409
F0,L898,0,0.15875
F0,L899,0,0.40752
F0,L900,1,0.862382
F0,L901,1,0.861299
F0,L902,2,0.081726
F0,L903,0,0.155096
F0,L904,1,0.142445
F0,L905,0,0.450387
F0,L906,0,0.013989
F0,L907,0,0.322402
F0,L908,1,0.273574
F0,L909,2,0.851329
F0,L910,0,0.693825
F0,L911,1,0.498081
F0,L912,1,0.939016
F0,L913,2,0.862496
F0,L914,1,0.666547
F0,L915,1,0.492059
F0,L916,1,0.236532
F0,L917,2,0.803865
F0,L918,1,0.833326
F0,L919,0,0.528755
F0,L920,0,0.547072
F0,L921,0,0.214961
F0,L922,1,0.15873
F0,L923,0,0.879671
F0,L924,2,0.732091
F0,L925,2,0.702045
F0,L926,1,0.563068
F0,L927,2,0.689521
F0,L928,2,0.702941
F0,L929,0,0.074804
F0,L930,1,0.112869
F0,L931,1,0.078135
F0,L932,0,0.646596
F0,L933,2,0.749239
F0,L934,2,0.976401
F0,L935,1,0.815544
F0,L936,0,0.443637
F0,L937,2,0.394861
F0,L938,1,0.76319
F0,L939,0,0.303028
F0,L940,0,0.35151
F0,L941,0,0.639666
F0,L942,0,0.896201
F0,L943,2,0.565783
F0,L944,2,0.294742
F0,L945,1,0.093937
F0,L946,2,0.448646
F0,L947,0,0.025056
F0,L948,2,0.972253
F0,L949,1,0.151451
F0,L950,1,0.337139
F0,L951,0,0.005202
F0,L952,0,2.40E-04
F0,L953,2,0.721223
F0,L954,1,0.118816
F0,L955,0,0.014664
F0,L956,0,0.91913
F0,L957,0,0.840882
F0,L958,2,0.658809
F0,L959,1,0.574237
F0,L960,1,0.738705
F0,L961,1,0.740083
F0,L962,0,0.179369
F0,L963,1,0.74043
F0,L964,1,0.832272
F0,L965,1,0.434042
F0,L966,2,0.283554
F0,L967,0,0.959866
F0,L968,0,0.146271
F0,L969,0,0.018121
F0,L970,0,0.371781
F0,L971,2,0.700545
F0,L972,1,0.51541
F0,L973,0,0.048103
F0,L974,0,0.892925
F0,L975,0,0.629744
F0,L976,2,0.186495
F0,L977,2,0.380893
F0,L978,1,0.343864
F0,L979,1,0.373154
F0,L980,2,0.699869
F0,L981,1,0.629457
F0,L982,1,0.150455
F0,L983,2,0.006664
F0,L984,0,0.970734
F0,L985,2,0.575928
F0,L986,1,0.123384
F0,L987,2,0.046508
F0,L988,2,0.590535
F0,L989,2,0.969502
F0,L990,2,0.226003
F0,L991,1,0.445178
F0,L992,1,0.039868
F0,L993,0,0.701718
F0,L994,1,0.856413
F0,L995,1,0.833832
F0,L996,1,0.099659
F0,L997,2,0.351265
F0,L998,0,0.718173
F0,L999,1,0.325529
F1,L0,1,0.369168
F1,L1,1,0.083079
F1,L2,2,0.915257
F1,L3,2,0.690489
F1,L4,2,0.472189
F1,L5,2,0.29119
F1,L6,1,0.986401
F1,L7,0,0.702122
F1,L8,1,0.452858
F1,L9,0,0.719812
F1,L10,2,0.817687
F1,L11,1,0.232513
F1,L12,0,0.647939
F1,L13,0,0.970303
F1,L14,2,0.413037
F1,L15,1,0.034587
F1,L16,0,0.263384
F1,L17,2,0.799851
F1,L18,0,0.329888
F1,L19,2,0.605711
F1,L20,2,0.191267
F1,L21,1,0.797591
F1,L22,0,0.718339
F1,L23,2,0.589035
F1,L24,0,0.66262
F1,L25,1,0.351073
F1,L26,2,0.649954
F1,L27,0,0.573554
F1,L28,2,0.948001
F1,L29,1,0.11582
F1,L30,2,0.147553
F1,L31,1,0.125459
F1,L32,1,0.968239
F1,L33,0,0.90773
F1,L34,2,0.68689
F1,L35,0,0.379694
F1,L36,0,0.762237
F1,L37,2,0.346141
F1,L38,1,0.139296
F1,L39,2,0.484271
F1,L40,2,0.848182
F1,L41,1,0.087942
F1,L42,1,0.162042
F1,L43,1,0.797476
F1,L44,1,0.60222
F1,L45,2,0.87274
F1,L46,2,0.968267
F1,L47,1,0.650821
F1,L48,0,0.529656
F1,L49,0,0.217979
F1,L50,2,0.565511
F1,L51,2,0.103916
F1,L52,0,0.304867
F1,L53,0,0.69238
F1,L54,2,0.832824
F1,L55,1,0.811271
F1,L56,0,0.466295
F1,L57,1,0.597035
F1,L58,2,0.899513
F1,L59,0,0.509648
F1,L60,0,0.852607
F1,L61,0,0.296115
F1,L62,1,0.929272
F1,L63,2,0.816567
F1,L64,0,0.108118
F1,L65,1,0.672986
F1,L66,2,0.633851
F1,L67,1,0.838975
F1,L68,0,0.644044
F1,L69,0,0.411543
F1,L70,1,0.219744
F1,L71,0,0.343276
F1,L72,1,0.263625
F1,L73,0,0.295105
F1,L74,0,0.385527
